title,author,isbn,price,description,imageUrl,thumbnailUrl,quantity,year,genres
The Serpent in the Sky: The High Wisdom of Ancient Egypt,John Anthony West,835606910,24.38,"John Anthony West's revolutionary reinterpretation of the civilization of Egypt challenges all that has been accepted as dogma concerning Ancient Egypt. In this pioneering study West documents that: Hieroglyphs carry hermetic messages that convey the subtler realities of the Sacred Science of the Pharaohs. Egyptian science, medicine, mathematics, and astronomy were more sophisticated than most modern Egyptologists acknowledge. Egyptian knowledge of the universe was a legacy from a highly sophisticated civilization that flourished thousands of years ago. The great Sphinx represents geological proof that such a civilization existed. This revised edition includes a new introduction linking Egyptian spiritual science with the perennial wisdom tradition and an appendix updating West's work in redating the Sphinx. Illustrated with over 140 photographs and line drawings.",http://images.amazon.com/images/P/0835606910.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0835606910.01.MZZZZZZZ.jpg,1,1993,History & Politics
The Serpents Trail: A Maxie and Stretch Mystery,Sue Henry,451211227,34.33,Multiple-award winning author Sue Henry introduces a new series starring Maxie McNabb-an independent retiree whose adventures across the country in her motor home are destined for murderous roadblocks...,http://images.amazon.com/images/P/0451211227.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0451211227.01.MZZZZZZZ.jpg,3,2004,Fiction
The Seven Daughters of Eve,Bryan Sykes,393323145,32.38,"In 1994 Bryan Sykes was called in as an expert to examine the frozen remains of a man trapped in glacial ice in northern Italy for over 5000 yearsâ€”the Ice Man. Sykes succeeded in extracting DNA from the Ice Man, but even more important, writes Science News, was his ""ability to directly link that DNA to Europeans living today."" In this groundbreaking book, Sykes reveals how the identification of a particular strand of DNA that passes unbroken through the maternal line allows scientists to trace our genetic makeup all the way back to prehistoric timesâ€”to seven primeval women, the ""seven daughters of Eve.""",http://images.amazon.com/images/P/0393323145.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0393323145.01.MZZZZZZZ.jpg,9,2002,Non-fiction
The Seven Days of Kwanzaa,Angela Shelf Medearis,590463608,22.2,"Every year, for seven days beginning December 26th, African-Americans celebrate their heritage during the Kwanzaa holiday. In this book, you can find out about that special time so you can celebrate the seven days of Kwanzaa, too. Includes recipes for African dishes to make a Kwanzaa feast, and instructions for making masks, African toe puppets, and other special Kwanzaa gifts. Available October.",http://images.amazon.com/images/P/0590463608.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0590463608.01.MZZZZZZZ.jpg,7,1997,Kids & Young Adult
The Seven Dials Mystery (St. Martin's Minotaur Mysteries),Agatha Christie,312979770,36.02,"Reclusive tycoon Sir Oswald Coote and his melancholy wife, Lady Coote, have hit upon the ideal plan to spice up their quiet lives. They'll host a lavish weekend party at Chimneys. their isolated estate, and invite only ""bright young things."" But the festive mood is clouded by doom. A practical joke involving seven clocks and a sleeping guest has ended in accidental death--and cause for alarm. For the guests may not be all that they appear. And as whispers of a strange club called Seven Dials echo through the halls of Chimneys, all hands will be pointing to murder...",http://images.amazon.com/images/P/0312979770.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979770.01.MZZZZZZZ.jpg,5,2001,Fiction
The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,1878424114,34.25,"This is a book you will cherish for a lifetime, for within is pages are the secrets of making all your dreams come true. Based on natural laws that govern all of creation, this book shatters the myth that success is the result of hard work, exacting plans, or driving ambition.Instead, Deepak Chopra offers a life-altering perspective on the attainment of success: When we understand our true nature and learn to live in harmony with natural law, a sense of well-being, good health, fulfilling relationships, and material abundance spring forth easily and effortlessly. Deepak Chopra is the bestselling author of numerous books and audio programs that cover every aspect of mind, body, and spirit. His groundbreaking books blend physics and philosophy, the practical and the spiritual, with dynamic results.The Seven Laws of Success distills the essence of Chopra's teachings into seven simple, yet powerful, principles that can easily be applied to create success in all areas of your life. Filled with timeless wisdom and practical steps you can apply right away, this is a book you will want to read and refer to again and again.",http://images.amazon.com/images/P/1878424114.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424114.01.MZZZZZZZ.jpg,4,1995,"Health, Fitness & Self-Help"
The Seven States of California: A Natural and Human History,Philip L. Fradkin,520209427,35.71,"What explains California? To a large extent, as Philip Fradkin's rich, exuberant portrait makes clear, it's the multiple landscapes and the different states of mind that best define America's most populous, diverse, and fabled state. Fradkin divides California into seven distinct ecological and cultural provincesâ€”from the hot deserts and high peaks to the rich agricultural Central Valley, the redwood forests of the north and sandy beaches of the south. Describing geographical regions based on their emblematic landscape features, Fradkin intertwines natural and social history.",http://images.amazon.com/images/P/0520209427.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0520209427.01.MZZZZZZZ.jpg,6,1997,History & Politics
The Seven Treasure Hunts (Trophy Chapter Books (Paperback)),Betsy Byars,64404358,39.92,"A beloved chapter book full of adventure, mischief, and chocolate popsicles, from Newbery Medal-winning author Betsy Byars!Â This chapter book is an excellent choice to share during homeschooling, in particular for children ages 6 to 8 who are ready to read independently. Itâ€™s a fun way to keep your child engaged and as a supplement for activity books for children.One Saturday, Jackson and his best pal, Goat, hide treasures for each other to find with maps and cluesâ€”and itâ€™s so much fun that the boys decide to do it all over again. Only this time, the hunts will be trickier, and the prizes will be outstanding.But somehow, the best treasure of all disappears from its hiding place. Only one person could be responsible: the ogre, also known as Goatâ€™s older sister, Rachel.Can the two friends find the treasure before the ogre gets the last laugh?",http://images.amazon.com/images/P/0064404358.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0064404358.01.MZZZZZZZ.jpg,2,1992,Kids & Young Adult
The Seventh Mesa: A Novel,Mary Summer Rain,1571740120,26.3,"Summer Rain's first novel, set among the ancient cultures of the Southwest. A pyramid hidden beneath a mesa may contain answers to humanity's most puzzling mysteries.",http://images.amazon.com/images/P/1571740120.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1571740120.01.MZZZZZZZ.jpg,3,1994,Fiction
The Seventh Million: The Israelis and the Holocaust,Tom Segev,805066608,27.47,"The Seventh Million is the first book to show the decisive impact of the Holocaust on the identity, ideology, and politics of Israel. Drawing on diaries, interviews, and thousands of declassified documents, Segev reconsiders the major struggles and personalities of Israel's past, including Ben-Gurion, Begin, and Nahum Goldmann, and argues that the nation's legacy has, at critical moments - the Exodus affair, the Eichmann trial, the case of John Demjanjuk - have been molded and manipulated in accordance with the ideological requirements of the state. The Seventh Million uncovers a vast and complex story and reveals how the bitter events of decades past continue to shape the experiences not just of individuals but of a nation.",http://images.amazon.com/images/P/0805066608.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0805066608.01.MZZZZZZZ.jpg,3,2000,History & Politics
The Sex Diet (Blaze),Rhonda Nelson,373791445,19.02,"Dietitian Samantha McCafferty has come up with a miraculous discovery--a diet that inspires lust! Still, as a professional, she really needs to try it herself, and her upcoming trip back home is the perfect time. The diet works--once on the plan, Sam is fighting guys off with a stick! She even has sexy Hank Masterson, her lifelong crush, right where she wants him--in her bed. But for how long?Hank can't believe the change in his childhood friend Samantha. Suddenly she's hot, really hot! And if she's looking for a good time, he's more than willing to give it to her--again and again. The more he has her, the more he craves her. It's a hunger that can't be satisfied....Only, Sam isn't fooling herself into believing in ""happily-ever-after."" It's just the diet. And everyone knows neither crushes nor diets are meant to last....",http://images.amazon.com/images/P/0373791445.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0373791445.01.MZZZZZZZ.jpg,4,2004,Fiction
